id,segment,Brand,Brand,Product,Product,Audi,Chevrolet,Jaguar,Kia,Kia,Kia,Nissan,Nissan,Tesla,Tesla,Tesla,Toyota,VW
16,Millenial,Audi,Audi,1,1,1.2699510832632497,-0.4631058870764908,-1.4318324716156758,-0.47293137813656294,-0.647840292679424,-0.8536696242574202,-1.7751183442979115,-0.9536504058321904,0.5736651956737571,0.6747123402573638,1.0227045652004618,-0.12310584987844897,-0.8679899434302831
17,Millenial,Tesla,Tesla,9,9,-0.7423284133247865,2.1657154962084686,-2.6091350300308864,0.3965898930733802,0.30172045835880523,0.7178087742831148,1.052564995632775,1.2469123273005673,5.294018722000455,2.8475883607011543,0.8054817290525231,1.7418473033132444,0.26493527951541074
18,Millenial,Toyota,Toyota,12,12,0.7719898433089933,2.550429031230795,-1.7314640605001714,1.8616291236943485,3.24838933957854,2.0781785168235256,1.4189093595956934,0.7725100286893163,2.2566320830516235,-1.8658096254680103,-1.8912131494428226,3.552480976439628,0.8174504794829627
19,Millenial,Nissan,Nissan,8,8,-2.250364236527254,2.567668142783037,-3.3980941317169027,-0.1308583492809836,-1.0792945953722304,0.3257932329960203,3.3364415298591856,3.8359849128160515,3.6810028457452653,1.8566060434066696,0.47361676979243117,1.4833484270119413,0.20831718406535082
20,Millenial,Chevrolet,Chevrolet,2,2,-3.3780452447938965,6.585851148736978,-5.166252860311316,0.374282794668527,1.8899611897128352,3.630979366988475,3.4681341332101656,2.605505737594875,4.520671187779863,-0.024284988141094033,-2.093037237853237,3.6345633876082277,3.3341966185274874
21,Millenial,Nissan,Nissan,8,8,1.5987719015787663,1.627852605118822,-2.8629853243307535,-1.9258796612713849,-2.785666547119659,0.7781599453387079,2.8406459252184053,3.228409904322648,2.8764495057483943,3.0001854520108786,-0.7746730257326029,0.9388308924857868,1.2486394761699868
22,Millenial,Tesla,Tesla,9,9,-3.6285678077941834,3.454988514863038,-6.606272991033846,1.1518280502657046,3.1200536941481767,3.882928396705718,2.8514347621392933,2.3632524212746713,4.944666034117901,-1.0230370115603438,-3.2928602443100035,4.30005986227,3.210780655764344
23,Millenial,Tesla,Tesla,9,9,-0.7256891618773578,1.0971869632082738,-2.2851470375060856,1.2454901445562139,1.5311170158873502,-0.037897125109361496,0.06439640794958423,-0.6080571220254893,4.079817864940073,1.3153911924957644,2.452969711265748,2.4638621372758505,-0.3054907249999763
24,Millenial,Tesla,Tesla,11,11,-0.5972587255765329,-1.4229469713178555,-1.6990399054859069,0.06567511735068221,1.095621833355579,0.017305008201895622,-2.0499088214195567,-1.516426816215739,2.695100456290554,1.9298875777161169,2.8780644136536337,0.12376975648182537,-0.7529449127207763
25,Millenial,Tesla,Tesla,11,11,2.013565647550916,0.5022630190529784,1.884038705870632,0.854637421728718,-0.9938423409592158,-2.0542774916694553,-0.022923028469668427,0.2917137017096936,2.0291143811499213,2.6506500168757086,3.777888375829438,-2.028461421669837,-1.294364229408508
26,Millenial,Toyota,Toyota,12,12,-0.15855427689206802,3.544339515085346,-4.408594087151273,1.9117461572324248,2.647015925606439,2.6832115756736172,3.2531917616155965,2.5414860902125183,3.3602264940150413,-1.742899471417778,-4.645777712118838,5.5978084450831345,2.379566416173495
27,Millenial,Toyota,Toyota,12,12,-2.159670004643959,3.1741991441470985,-4.01240187031906,2.4263009180803397,2.662691891338229,2.203907691000383,3.1772903864206703,2.760630386127488,4.439007272978295,-1.1216144385617826,-2.1298327687097682,4.689742745236263,1.6861381107698579
28,Millenial,Tesla,Tesla,9,9,-1.0078624888562202,0.14177795700330398,-1.8753061139972116,0.10532884085116345,-0.325380990771837,-0.4971910447306048,1.7773293066079539,2.15424094561219,3.5465612176597636,2.44800140061571,1.9700802800746366,-0.23605554993788402,-0.9582327729005391
29,Millenial,Tesla,Tesla,9,9,0.8174213210860104,1.2046499318525714,-2.5086253269953778,2.8098673673741006,2.107076094954645,0.2842561413031519,0.7818594929254501,0.7298339202546358,3.140295907153818,0.39948019411794045,0.9564142805503542,0.8163911675570946,-0.47287891263339654
30,Millenial,Tesla,Tesla,9,9,-0.2711791424835026,1.9835979056296644,-2.0975238339839186,1.7172426292012104,1.067708100451891,0.4997357111588512,0.06565340239027151,0.5221715205350983,3.7705600122301237,1.4859905305149028,1.7404252273307124,1.522917003385916,-0.43062998468102887
31,Millenial,Tesla,Tesla,9,9,-1.2499251192022351,0.29656161606539877,-2.5265199666274523,-0.8927929763282683,0.14505711843161678,0.6826875308262117,-0.17655687256444974,0.04676654312060391,2.7434731942670743,2.4184704091971483,1.8430454039323103,2.0319698022437946,0.45197768006125205
32,Millenial,Toyota,Toyota,12,12,-1.147310248896816,1.8428649048439398,-2.9960376732520317,0.5964318266969917,-0.4635805400003883,0.7530310555445296,1.5011729608775437,1.9739597287924724,2.084863812438609,1.0172477002256988,0.09777275034235311,3.1021017300094553,0.19029603544317786
33,Millenial,Tesla,Tesla,11,11,2.3375952574053946,-1.8313167647778474,0.20669232442676932,0.39767831035698453,-0.5421930778437465,-2.231057423968587,-2.678831963819473,-1.757807842655776,2.347992648144511,3.4338542809566843,5.447124257315661,-0.8023290098141116,-2.344590605416098
34,Millenial,Tesla,Tesla,11,11,2.8186558556771857,-1.6463094346054126,1.597359308693855,2.505224179027829,1.2458949649714388,-2.3676795353599798,-1.7391464016230511,-0.6963414701996808,0.791853945746368,-0.08526078695519934,3.2634416210829205,-1.486166474547992,-1.642175653711705
35,Millenial,Tesla,Tesla,9,9,-1.2664711298628897,0.38291187011788796,-3.6393809714912315,-0.16375426800833726,0.29176608860457703,-0.08326387439481936,-0.7046830352607221,-0.3800859520531972,4.310946824918248,0.9198704343491666,0.3076015532562626,-0.4901521237936086,0.43304199337318705
36,Millenial,Tesla,Tesla,9,9,-2.6267260368377072,4.610975555034537,-4.364758073458972,0.301475924075568,-0.04989963547208309,3.135384268943029,3.245757207741578,3.387467259695071,7.710248777596424,4.379790677873137,0.006499473119474963,4.184520506859464,2.4985529929952395
37,Millenial,Tesla,Tesla,9,9,0.43178373066914655,2.2036733886663833,-1.7133266121505912,1.775453882129629,1.1700861105398337,0.6720013929239872,1.4180673468685847,1.5279371532595047,2.3884256464931113,0.8535022856185445,1.0570939170135438,1.1176693815621346,1.4122937162164564
38,Millenial,Tesla,Tesla,9,9,-1.807322755023463,2.389979431739868,-3.8662640953032885,-1.1083417394138002,-0.7216638767530499,1.2624091544152494,1.090092427854783,1.2851896280439181,3.4541028774355604,2.5537488062615883,0.41729914281320346,1.9336063113944466,0.9119966958630197
39,Millenial,Tesla,Tesla,9,9,0.07802221404880827,3.097027520656563,-2.254803514330952,1.783391409068772,0.2214034547091983,1.0933393268460085,1.317731959050856,1.8425959740463844,4.377773421270845,2.5211621984725787,1.1060615571214083,0.7745919504686432,2.4652635724299787
40,Millenial,Nissan,Nissan,7,7,-0.037410405008617253,2.9205154656834127,-2.439181278125193,2.134740017153406,1.9404494176405533,1.5442305811647614,3.567016185762989,3.304216090434077,1.9824034754475788,-0.34609561759186,-1.0050685374579928,1.0930911295256247,0.5676425497395368
41,Millenial,Tesla,Tesla,11,11,4.027614128103177,-0.23313502069638714,0.7473400116869809,3.2970631667285724,1.5625620800872386,-1.1050847138926438,-0.12287149572402689,0.8221621738049973,2.8265398576377314,2.0992340673157095,4.78137550281332,-1.622377683540138,-0.49964889221277375
42,Millenial,Kia,Kia,5,5,-0.5575004616578773,-0.23464732850144498,-0.832123366152373,0.8103478238120805,1.8133193373606056,0.6076385879312037,-0.540327381617258,-0.8208318511575481,1.186882361822191,-1.434681792314816,-0.9937977002364993,1.7065312948078928,-0.6610035670211836
43,Millenial,Tesla,Tesla,9,9,-1.831378262106011,1.1001058590696893,-2.728180348018963,0.6451934864923636,1.738940340557174,1.4636475998802223,0.6454618674229757,0.5927719414749246,2.3288561206373632,-0.07889557374233525,0.21415028489059262,2.185870552809695,-0.9425542332107764
44,Millenial,Kia,Kia,5,5,-0.6548307639842817,-0.1845625206424737,-2.7283458422169398,4.199418030476197,4.970961732341335,1.4976300981296213,-0.2453766853267889,0.08928842608686516,0.46072816300568786,-3.597780390377614,-1.1296959622898677,0.7672894493799005,-1.2532477220560425
45,Millenial,Tesla,Tesla,11,11,1.298598491962511,-0.05709212846259737,-0.3321223894868621,2.1816325024643386,-0.3680668760324377,-2.523687193061628,-2.0247940623839655,-0.9073486672712254,2.8030542181628246,2.5831078662714453,4.868417874260703,-0.5909398440451723,-1.9505486045083655
46,Millenial,Tesla,Tesla,11,11,-0.2642319741423246,-0.021711088502107234,-1.2650879313518755,0.5471687634116337,-0.13792090569738769,-0.6157472322236635,-0.014047431529444432,0.4266499828678013,0.22582578740148573,0.43890085354341624,1.5227722126723306,0.48195765328934725,-1.6323914665019683
47,Millenial,Kia,Kia,4,4,2.821494907967954,-0.26596636692983866,-0.7251842989504382,3.221682518207992,2.031015068642009,0.33897994781845975,-1.5404580642594308,-0.3727816068794052,2.8686419115823574,1.4564843746324878,2.893789176698082,-1.0878514964363735,-2.460190606680283
48,Millenial,Tesla,Tesla,11,11,2.3832612169191805,0.3042590834301184,0.8837824680578251,1.8011289466988907,-0.29929624492599227,-1.9863105949952617,-1.698083824281159,-0.6696793217498882,2.681140509071847,2.310947820075655,4.038248373142221,-1.029618365269147,-1.4439650457978617
49,Millenial,Tesla,Tesla,11,11,-0.3016053708092752,-0.8249236362258321,-0.47653509608275985,-0.7789882955422093,0.5330641913019529,-0.6067977668058054,-2.1242575968896755,-1.9068189525119101,1.1122713702914893,1.9876119245404689,3.655057768297077,-0.9855251822614204,-2.1855573622442566
50,Millenial,Tesla,Tesla,11,11,2.828614020940484,-2.222615901037992,1.053659468380586,1.9839539488025077,0.453374948112268,-3.9987207674448735,-1.5927825888113398,-0.8549157477342852,1.0685506680465722,1.3606646917520342,5.730410932571627,-3.8011173116757258,-3.448446674897548
51,Millenial,Tesla,Tesla,9,9,-0.20556888894175662,0.7900737560473714,-2.920546427390278,-0.7950697571105212,-0.6077266638168536,1.0890382632170161,1.238115438413098,1.8126852263778774,3.457712153166247,2.4964188285950977,0.3667245951364442,2.512611992252262,-0.7914421836948586
52,Millenial,Chevrolet,Chevrolet,2,2,-2.1738574799309105,5.123268424638603,-4.400159163540038,1.8217376656137243,1.4233249671234873,2.4374055331883815,3.1258376241265373,2.802314185067934,4.698835215855675,0.7275443815489213,-0.8524155096726991,3.4340103742104082,1.8753598069689943
53,Millenial,Chevrolet,Chevrolet,2,2,-3.0558215884445827,5.113149355221118,-3.8854710831156583,4.872038425855211,4.957024285711883,3.368701984843314,3.460582396515389,2.372256242968824,4.778206979113037,-1.4067106722860458,-0.48749094003024585,3.137822017876099,3.7918899726929696
54,Millenial,Tesla,Tesla,9,9,-2.3273230115808747,3.8073974153687318,-4.580738093770435,0.1057473294256206,-1.06685146975733,1.4169384938014775,2.9807309086836407,3.302091094097946,7.940000923362832,3.439664851494727,-0.7846882295523816,2.3323644119479323,2.120606702116795
55,Millenial,Kia,Kia,4,4,1.0457506129929706,0.2602406918552167,-1.1335432042367772,2.595309942011921,2.5535067390940247,-0.1114090277687203,0.35835912776608136,0.47425475021143004,0.7670481767853089,-2.1140839135498006,-1.0615382906237212,1.5682425331675427,1.2835096969489568
56,Millenial,Tesla,Tesla,11,11,2.100108751745933,-1.6360881425863283,0.2734127819737427,1.8011725363832511,0.9731000855954939,-2.09334681186418,-2.2659667318759578,-1.6724604968972623,2.638226937066786,2.3362847376078304,5.72636877508361,-0.2495716806414851,-2.7693263003468624
57,Millenial,Kia,Kia,4,4,1.1646235829738707,1.7408188248709342,-0.4618080121238637,4.88069573592186,4.144009546824211,-0.04841483103280897,-1.0078385960501892,-0.17924439962650585,0.13461469874059695,-3.5102869192646655,0.792411747611955,1.2874990592678335,-1.0934196217594585
58,Millenial,Nissan,Nissan,8,8,-2.2080318810417934,4.7859539347257085,-4.441235195655563,0.7697524333816665,-1.0298667771451613,2.2489744567090217,5.586567118915141,6.097537177687959,4.506670750943424,2.2506136070171747,-1.3296800671728575,2.7286352930576436,1.8948908252648637
59,Millenial,Tesla,Tesla,9,9,-3.024645454068673,3.440222320398499,-2.8074657517141626,-0.29644292577004316,-0.025719350473383695,1.911866944353799,1.52213793036346,1.775394243806038,4.21166232988175,1.8880359846646584,0.07550153772599377,2.1834140463110807,0.32570811171521696
60,Millenial,Tesla,Tesla,9,9,-0.8242865577803016,-0.048352902555093946,-1.6037765863500404,-0.6775175350562175,-0.23444644056949426,-0.10512470536476781,1.183829965339346,1.452567945673025,3.806764733909659,2.805468629396393,2.3467102340890973,0.7262664848054436,-1.006206460706845
61,Millenial,Tesla,Tesla,11,11,2.6468877594217104,0.4698685353791707,-0.1959010829133534,1.7627077107134559,0.679387796128557,-1.1921750798602282,-0.8460067212708777,-0.7344118320830213,2.5989160796312767,2.0379379809176212,3.3173222311387804,-0.047775806803964704,-0.9496490202029086
62,Millenial,Tesla,Tesla,11,11,1.5817875949173195,-0.8780802527113223,-0.9695851608753269,0.7953068512118522,1.9321138353363323,-0.8790735484024803,-1.124771621478865,-1.2062316386324308,1.294485824031943,0.49142106477884356,3.211388367404462,-1.1281059137073022,-1.9113217240107498
63,Millenial,Tesla,Tesla,9,9,-1.2879246241836921,3.51844926603951,-2.6317378884531886,1.614777105693259,-0.09216119878510698,0.9720095686762382,3.5210959913184294,3.957289611200287,6.531402462101744,1.5368184042721982,-0.4245516921690382,2.046118876008972,1.4490917584036964
64,Millenial,Nissan,Nissan,8,8,-2.4531710445429495,2.450493183614127,-4.560207642781045,-2.12456851424997,-2.3793123660833784,1.4721612393846841,3.5515837018720693,4.031213334395028,3.874806039456377,2.124302342141384,-1.9051810861395349,2.0632332699519558,1.755547099965913
65,Millenial,Nissan,Nissan,8,8,-0.14799570546651308,0.17740204923299852,-1.8660239037242456,-2.7242071927290867,-3.635600302053132,-0.16222022714305906,3.7365047442483403,4.884949018499617,1.6992629644398205,3.5245125295129123,0.6427019603845723,0.3360982676213058,-1.4121292778337966
66,Millenial,Tesla,Tesla,9,9,-2.121564127507277,3.674663620207069,-4.032234994400199,0.9606110080504053,0.3174793019815485,1.8398206835071964,4.342612485451708,4.3687404568721355,5.266684388183043,2.157106438630766,0.21726238191358282,3.4737480029660124,1.2003952971438179
67,Millenial,Nissan,Nissan,8,8,-0.8214082367910007,-0.9658454625396773,-1.683335447510451,-0.4385677826132841,0.7790270925770797,-0.14422272472558978,2.0584337020342423,2.133031098486963,-0.06268935661810116,-0.3663780634089133,0.8846229396349412,0.551372611860509,-2.0770165063137833
68,Millenial,Nissan,Nissan,8,8,0.7010187324416441,-0.005178937753662627,-0.8472581824073693,1.9682066261533284,0.8635330612684595,-1.635433293847007,1.7179930381874622,2.071486470927569,-0.23617700306214395,-2.727223444690735,-1.1578842291653502,0.377269522462959,-1.0805404782345258
69,Millenial,Tesla,Tesla,11,11,1.6035327011712475,-0.748739252731053,-0.10146384951721554,1.5089999463513737,0.9856579340900136,-1.397662693824927,-1.2689428958496702,-0.7739541591030528,1.7473460206537808,1.0745133542442193,3.063768157843528,0.09983479019481567,-2.4176806931503374
70,Millenial,Kia,Kia,5,5,0.22814807852497365,0.7370915087988901,-2.1664303422297895,1.6131943131178632,2.1016541945870775,0.44337094276097067,-0.22988266130991697,-0.011003637810484523,0.7417102520481572,-0.5780328247724605,0.3111101648420487,0.28767330832841165,0.8013957300114285
71,Millenial,Tesla,Tesla,11,11,2.621569180966574,-0.714941988835968,0.8665427131439073,1.5848429738469296,-0.8083308088731064,-2.434828491903237,-1.7797133886441627,-0.7661759032011508,1.7282933993285878,3.2871655717194095,5.955103072007171,-1.5709901077576887,0.498851571231577
72,Millenial,Chevrolet,Chevrolet,2,2,-2.3264585595600753,5.8720298651499965,-4.2561705963431,3.7114731768274005,3.0947629495763613,2.680451055381739,4.789815664271607,4.305851404987713,4.231157131464492,-1.6280607331942667,-2.5733430947078824,5.165492504654433,3.2570136724615093
73,Millenial,Chevrolet,Chevrolet,2,2,0.24050367448681276,2.419438558662364,-1.498291187059164,0.7057339535043123,-0.46387994787492337,-0.46424507879585514,-1.3961945058039316,-0.5590064587992456,1.0454091531473697,1.1054580768627162,1.0722018833674836,2.2326163284445797,-1.9159414643745505
74,Millenial,Nissan,Nissan,7,7,-2.6794242856546853,4.258361139124455,-5.076388105517284,0.7482269783597428,-0.1869263674232542,1.9885307382160033,6.602410980532186,6.387111358738005,3.957617422572501,-0.1309920304603689,-3.818548644275401,2.6268858014883754,3.4529594457450097
75,Millenial,Tesla,Tesla,9,9,0.39562730716889805,0.9875770371434014,-2.3279412922274725,-0.9475113601316556,-0.965182439985125,0.9041076081477417,0.7379478584827426,0.7619414159767697,4.689173214504529,4.146742241180913,1.5606249186726449,2.817185552672581,0.49904147002633803
76,Millenial,Audi,Audi,1,1,4.457814054066555,-2.3165459017428223,0.4206011979196189,3.852549425286507,3.790281464936399,-1.918430810069815,-4.099779500207761,-3.193976104246449,-1.2110227923474253,-2.8936034448368737,3.485475481084281,-2.3029469458669345,-4.276052290616144
77,Millenial,Kia,Kia,5,5,0.07419765780487514,1.2691012555108254,-2.7141105668326935,1.790813783867744,2.2675083500587094,1.3025379354252244,-0.14315508019944367,0.028719129479325645,0.5655790584508514,-1.7398072701626557,-1.2083275355427232,2.2080280378825856,-0.3177614202628365
78,Millenial,Tesla,Tesla,9,9,1.2278318322885473,1.101522899868451,-1.1549044064095177,2.297087683186621,1.6240801548781592,-0.048791915846383094,-0.05183748787496567,0.8256272596908625,3.6297965306978073,1.1198367684842407,1.6385628272314308,0.46462136995521863,-1.0001879697624783
79,Millenial,Tesla,Tesla,9,9,-2.363165471557684,2.097680158413526,-4.125192178184236,2.254076348378293,3.2061742939134192,2.476170969069484,1.4622720558323241,1.3332841729706888,5.203481463908803,1.0669707748162267,0.7497712815203381,2.3904969759568417,1.333719129356619
80,Millenial,Kia,Kia,5,5,1.2954035454449746,0.04121543080677981,-3.304639854098083,4.057605434923579,4.525285122749647,0.8820348209389903,-0.9141686371941051,-0.33429963785583006,1.7717277370324978,-3.2653325651109393,-0.9847805371024023,1.9869948966413928,-0.22097778936823786
81,Millenial,Tesla,Tesla,9,9,-2.033891266917635,3.1739909943034283,-4.921030189578616,-1.5165209487145646,-2.5364331014799,2.348290340641103,3.0761176102697347,3.8839988947213113,6.543972942173607,4.407992086683668,-1.519544776885818,2.290043783535942,3.3000656773965975
82,Millenial,Tesla,Tesla,10,10,1.8143404482320926,-0.13769035824409026,-1.019760614527506,-0.309319529614964,-0.9520576454659437,-0.7474266705859589,-1.5472411547012144,-0.8509684237985475,2.700532210461245,2.913449065761448,2.2604383560455394,-1.1828319238029765,-2.47112890768876
83,Millenial,Toyota,Toyota,12,12,-0.5822740241403666,1.2235928761618342,-0.9798624034785538,0.20194350943150052,-0.19116776435825267,0.3701996276329095,0.573594846987258,0.5381006887495208,1.176101879668686,0.38250171741013494,-0.6863412054209449,3.2279375517321123,-0.11639440876510765
84,Millenial,Tesla,Tesla,9,9,-3.75841863265932,3.696524181053319,-4.567509096642331,3.9714711558912175,3.61725183769507,2.478574557609823,3.7799136496495143,3.638732285675224,5.690074201149671,-0.5663602227503475,0.33958742856165625,4.568722078407232,1.8564059952863836
85,Millenial,Tesla,Tesla,9,9,0.3771406684552705,0.9730644587070931,-1.1899786473389662,1.004094187088178,-0.06931712687018776,-0.5364224976695773,-0.08967582737219137,0.33063228389115906,4.149436228573229,3.157899021264387,3.78809620776035,-0.21152130567284677,-1.1242475217606884
86,Millenial,Tesla,Tesla,9,9,-1.135065088549146,3.4467037126139575,-3.3000405511936517,2.441467054960946,1.2208859987818155,2.1084200680155525,1.738887444944706,1.9217603357291453,4.700492479114064,2.078986878164737,1.1379287293653357,1.6897678144535957,2.788154719458632
87,Millenial,VW,VW,13,13,-0.23194956625464147,-0.0039001599311734303,-2.832952337521544,0.09107543260913009,0.10753907154097281,-0.27449859805981763,-1.0237278317912941,-0.3859157455480522,-0.19452129755914704,-1.7065835668552123,-1.51114426819113,0.10084800507248914,0.9765361187990319
88,Millenial,Tesla,Tesla,9,9,-0.39589408323367703,0.8795101064963315,-2.193105795068858,2.370500207780744,2.8012134089869987,0.9314696889192462,0.14538747221935777,-0.48497853059850593,3.47444229953007,0.9772714317111888,1.6313238691034184,1.0636901063265631,1.6514923752509119
89,Millenial,Tesla,Tesla,9,9,-0.8135464778534562,2.709705188156047,-2.1287548783926695,0.2850761376481832,-1.9009176644767263,0.07065312158254389,0.6059735671915168,1.666783698715729,6.315402656757093,5.634459499097337,3.446218185349946,0.15739616596146322,-0.002409771160845009
90,Millenial,Tesla,Tesla,9,9,-0.8191208093098648,3.147705655013673,-3.1948536754127517,3.4934599330303704,3.4444648846549972,1.6693489133840407,3.35126437338859,2.9727679484493783,4.1512381708834685,-0.9637766596842587,-0.24620269200053846,2.4646598205465526,1.4025277824622497
91,Millenial,Tesla,Tesla,9,9,1.5232087948547561,2.1082034177138045,-1.3439664286224184,1.248030208420822,0.5289937786642626,0.5808522284662875,0.8905984364140913,0.8062743134703876,2.407894350049969,-0.24582830256924626,-1.7282715064373395,0.7936259942037103,1.4363384704465854
92,Millenial,Tesla,Tesla,10,10,-0.19738471083482967,1.830799742064278,-2.2514306171492904,-0.5128293400399033,-0.7134741348823648,1.1576935185957304,-0.05892773508982918,0.9327682871047638,3.0949016103104725,3.312436932739246,0.9391771209524947,2.8575127460330716,-1.5050470659901998
93,Millenial,Kia,Kia,4,4,2.0633835391864985,2.047230814977439,-1.550088495377981,3.3893050809282674,2.9690616344282095,0.45555828564416156,1.8920440467486375,1.5448088864290754,2.273570565452008,-0.7407106826294774,0.01013875985948598,0.6916688245948289,0.6892572477139041
94,Millenial,Chevrolet,Chevrolet,2,2,0.04507018447862099,4.068635102292738,-3.9669059359476284,3.00730606870455,2.4490546694309914,1.8581590026278372,2.6818484270445793,2.9664207648280443,3.6118294633934034,-2.126741646093045,-2.272042733725096,2.2796663579769882,1.1854631328693341
95,Millenial,Chevrolet,Chevrolet,2,2,-3.4420659032931864,6.984356093233438,-7.582583990257829,1.6358959833313276,0.4032424909347916,4.140726259817976,6.355991281943021,6.229855454360247,5.038941409353596,-1.2406394760590334,-7.071663182137307,5.026324184909708,6.917509744872002
96,Millenial,Kia,Kia,5,5,-0.5125832676210759,2.2925874413116345,-0.7234955492298654,2.859293988974362,2.889002412238936,-0.3854466204825715,0.5439852507374474,0.350164786578254,2.679728374853165,-0.24604421546076305,2.2817056491737606,0.6704075849572222,-0.41436162241453633
97,Millenial,Chevrolet,Chevrolet,2,2,1.02546954617199,5.694512886185849,-1.9354416836925195,1.4803311631096765,0.9987892355819683,0.053345097911290495,0.9137098814203273,0.58951975393766,0.5764529788437098,-0.004671729415508752,-0.2367988513068353,0.5761071396352895,0.25196944927516496
98,Millenial,Audi,Audi,1,1,2.7010270318665963,0.4935098459540388,0.6721709472338622,0.2945397630197486,1.3242230779708883,-0.22019986200899377,-1.0829630432028887,-1.3794690592895558,0.8576297051759305,0.09503436563262468,1.0238351648055932,1.9827294006846947,-1.5494333089116366
99,Millenial,Tesla,Tesla,9,9,0.31285777591342445,2.888811537055174,-0.986676027826553,2.4463268720025004,0.34661592669716257,-0.17890299683299782,1.9443126505685653,2.6422309955376626,4.299198768940061,0.40119847770702,-0.07910652591082135,1.3190699411639168,2.4971759788114025
