id,segment,current brand,brand,brand,brand,brand,brand,brand,brand,brand,monthly_cost,monthly_cost,monthly_cost,monthly_cost,monthly_cost,monthly_cost,monthly_cost,monthly_cost,upfront_cost,upfront_cost,upfront_cost,upfront_cost,upfront_cost,term,term,term,vehicle_worth,vehicle_worth,vehicle_worth,vehicle_worth,vehicle_worth,range,range,range,range,range,charge,charge,charge,charge,charge,energy,energy,vehicle_type,vehicle_type
id,segment,current brand,Audi,Chevrolet,Jaguar,Kia,Nissan,Tesla,Toyota,VW,120,200,250,400,500,750,1000,1250,2000,4000,6000,8000,10000,24,36,48,20000,30000,40000,80000,100000,20,40,80,180,300,3,10,50,100,160,Electric Vehicle,Plug-in Hybrid,Sedan,SUV
20,Millenial,Tesla,-0.894684131874359,-0.6459560373164898,-0.9386748333497275,-0.9125445962578468,-0.9321632979473861,2.2858529835683163,2.1323954981489552,-0.09422558497146316,3.023563085214202,2.618545394910374,1.60508631782721,1.2781561208193777,0.9832081009207845,-0.7554910592692536,-3.6336618686584554,-5.119406091764235,0.5640960761475956,0.26018761409875935,-0.02914936319878747,-0.3500928536432357,-0.4450414734043311,0.502368114835367,-0.101041401979167,-0.4013267128561999,-1.3121870553479735,-0.9312732408142781,-0.5914809888683841,1.0272397329968936,1.8077015520337434,-0.3851876550323138,-0.3148063406845162,-0.14940300349793156,0.20141910921585843,0.647977889998903,-0.14822749597616822,-0.13151625940587983,-0.0353644775099721,0.05737295207896742,0.25773528081305264,-0.7272246402954956,0.7272246402954956,-0.5449530670070046,0.5449530670070046
21,Millenial,Tesla,-0.8969362610096695,-0.8048150800268531,-0.7216546404351136,-0.9763257454191854,-0.8411474958004475,5.635571792006749,-0.7405814545714828,-0.6541111147439972,7.531124738971231,5.428572882552267,5.374926738253954,2.550589842966657,0.8293550216371148,-3.160087450417608,-8.399425570623116,-10.15505620334051,0.5236756415329766,0.1913780424832182,-0.01669206407476642,-0.28519958679020685,-0.4131620331512216,0.40979805850128126,0.006655076611031596,-0.4164531351123131,-2.8393233288954836,-1.745104521290025,-1.1393081321367777,1.879133070886616,3.844602911435671,-0.6895272067950913,-0.5713366764595407,-0.2901942232930862,0.3549529856759608,1.1961051208717575,-0.45336137767497536,-0.40068499963003046,-0.09599157556454446,0.2578465157564728,0.6921914371130773,-1.2505815278869998,1.2505815278869998,-0.6811123473839081,0.6811123473839081
22,Millenial,Tesla,-0.18476550008922854,-0.8341342693224136,-1.0757490964958742,-0.7231573550983632,0.24190353366330575,0.13713019631818546,1.1168234944780386,1.3219489965463498,6.387176996444168,5.464864911977996,4.056661854950923,3.3819184536062386,1.619229749273881,-4.064296786363887,-7.176851130818129,-9.668704049071188,0.19835291021156903,0.08793503795104213,-0.04280246659328962,-0.09150892340446826,-0.15197655816485334,0.4553341079418347,0.20849288362195528,-0.6638269915637907,-4.065291513519375,-2.947193420110793,-1.8712167648954656,2.8733560596599315,6.010345638865699,-0.5340072583159431,-0.4368676718411746,-0.2412145419154078,0.3150512830476788,0.8970381890248469,-0.2577741414749838,-0.22749231547349527,-0.0661424499603219,0.14265666178257425,0.40875224512622654,-1.0317596739265165,1.0317596739265165,-1.9749343636377994,1.9749343636377994
23,Millenial,Tesla,-0.5919508876560322,-0.3615941922976885,-0.7327422346575226,-1.0297657319780003,-0.15800972010792902,3.1371953357865863,-0.562691108188079,0.29955853909866637,6.524977563640828,5.193303946371632,5.193675212616658,2.0403629310569222,2.1786011190117645,-3.401536293523641,-7.606906096433793,-10.122478382740379,0.36717715432605263,0.21744186934202298,0.009058252202649886,-0.3618844070252778,-0.23179286884544814,0.7390299991696483,0.03836532475019294,-0.7773953239198415,-1.6783382014284898,-1.2515920342259643,-0.682400391488514,1.3532474736563156,2.2590831534866522,-0.7523865652999242,-0.609231898266376,-0.28413600201751754,0.41272266510599276,1.233031800477825,-0.384712609312474,-0.33709970148521995,-0.08990287321191698,0.22170715154495124,0.5900080324646595,-0.4200734529744425,0.4200734529744425,0.14021080933263164,-0.14021080933263164
24,Millenial,Tesla,-0.7634703418449377,-0.6436788650642817,0.31107696774191096,-0.774890630671041,0.32523149012971064,1.9806513061768383,0.15972076753033881,-0.5946406939985384,3.018533989904568,2.198973390226212,1.8363131700204014,1.237587567478314,0.7903912964174467,-1.2692606572426506,-2.816262949625137,-4.996275807179151,0.443783045456576,0.19931956086189684,0.024935863515593404,-0.28748291876704823,-0.38055555106701777,0.476872578298424,-0.011171370758189969,-0.46570120754023425,-2.67901245260445,-1.8159471632582282,-0.9137871304128486,2.0162332932183027,3.3925134530572256,-0.2063819974272803,-0.172267250522114,-0.08534440021595618,0.1413518059679305,0.32264184219742004,-0.6074328637402263,-0.5415876986238073,-0.14365074246282017,0.3319455206108858,0.9607257842159675,-1.2003355996019465,1.2003355996019465,-1.7149719669030243,1.7149719669030243
25,Millenial,Tesla,-0.7101845897741272,0.5070165985962884,-0.5266558257454427,-0.9434780814074846,-0.7126370918847695,2.0104944412448074,0.49739713568293964,-0.12195258671221176,4.671580004325133,3.9003322575214745,3.4315634517295943,1.9689933612473594,0.4623335943023825,-1.8366669380847158,-4.327122254294142,-8.271013476747083,0.6978450815837015,0.3356590475986747,0.048399956652453224,-0.34877067970757203,-0.7331334061272572,0.7182094130636485,0.11046442014146818,-0.8286738332051162,-2.4504930686938415,-1.7880055129870471,-1.0034899866213487,1.791833885441143,3.4501546828610925,-0.7198429882881268,-0.58743177078818,-0.3288551401238081,0.45256138000457746,1.1835685191955374,-0.580324128109987,-0.5071837750090112,-0.11867432763154995,0.3382748307160445,0.8679074000345037,-0.655508641048328,0.655508641048328,-2.10876211809519,2.10876211809519
26,Millenial,Tesla,-0.3173467353543902,-0.6175281203968732,-0.5611148089423869,-1.079085320137667,-0.7462936871970669,2.973399929940105,-0.7074052315237095,1.0553739736119887,2.9035279420332856,2.5238881247913847,2.1764090462701144,1.2982194608984692,0.353846059132088,-2.0546203623906596,-3.5305806484161923,-3.6706896223184895,0.3947467161316554,0.14802700052716478,-0.07050032213180746,-0.09517402742625658,-0.3770993671007561,0.22348849383315006,0.11106316125401339,-0.33455165508716345,-1.6727764975459987,-1.0825381308642053,-0.7565568500820725,1.1461555701450878,2.365715908347189,-0.5355369928874592,-0.434916964211718,-0.21784759131482467,0.30925306935221386,0.8790484790617881,-0.49422455690646433,-0.4404480774516295,-0.10509531976631642,0.3059921209017352,0.7337758332226749,-0.5280256502031165,0.5280256502031165,-0.5245716057237853,0.5245716057237853
27,Millenial,Tesla,-0.2654497377009284,-0.8912422958514037,0.8388083097460515,-1.029455075488253,-0.6836188624069357,2.269744616059194,0.029016718610423542,-0.26780367296814866,2.8705313934558454,2.324019490525627,2.1294944563439047,1.0489530690125086,-0.21339004548361107,-0.9501792618111411,-3.1620773404063724,-4.047351761636761,0.14877022804453321,0.05375483561647057,0.023218412305074126,-0.07360018648588998,-0.15214328948018777,0.6279638814482338,0.09886720656149928,-0.7268310880097328,-2.2529573598769446,-1.705814800008477,-0.9067675353281026,1.854269857830897,3.0112698373826263,-1.2251953591620397,-0.959746113496586,-0.5556895031965425,0.7210089407272946,2.019622035127874,-0.4888763269124283,-0.43617609830650994,-0.10949055809120645,0.29282759306461137,0.7417153902455333,-0.6724698556652098,0.6724698556652098,-1.0849863771061035,1.0849863771061035
28,Millenial,Tesla,-0.426103656778416,-1.0820954449232947,0.11896018346589288,-1.183157432696495,-0.9484069327159533,2.6539599583616225,0.4009127255492313,0.4659305997374119,4.500629255907903,3.461800483464686,2.7806879073645887,1.047182360625471,1.2115234279476512,-2.389625360783552,-3.626574418176536,-6.9856236563502145,0.3689247057161209,0.19363511140473438,0.017248388662469305,-0.2088063281624597,-0.371001877620865,0.0861184876095813,-0.052135795296818666,-0.03398269231276252,-1.4456167233666861,-1.095040766330883,-0.5852287231685811,1.207946193282306,1.9179400195838432,-0.39454326411207497,-0.3121524042491132,-0.160720766915959,0.12818457342928485,0.7392318618478624,-0.29613491900302086,-0.26587085644450853,-0.07148462217841231,0.16904445308262478,0.4644459445433169,-0.7295261881117346,0.7295261881117346,1.8197341361531736,-1.8197341361531736
29,Millenial,Tesla,-1.0186105655075284,-0.9532580230014136,-1.0945202296394227,-1.1608642201713832,-1.1334006062895547,6.666425513253082,-0.15676444958071567,-1.1490074190630644,5.162345151640382,4.056828489971526,2.960832742623072,2.1751067802341053,0.8074898450737429,-2.7042052481870593,-4.575343853113671,-7.883053908242098,0.35330503900122057,0.25122831479226837,-0.00578705297345633,-0.17820387696159207,-0.4205424238584407,0.41830113304818695,0.16147338508461617,-0.579774518132804,-1.7158356902996255,-1.2090122070852931,-0.8663133250414257,1.4586191977301493,2.3325420246961954,-1.040783099056835,-0.848769986448735,-0.41793894396510034,0.4274761139898591,1.8800159154808116,-0.1816178470159758,-0.15774904372216086,-0.02885831899710095,0.09903111059023845,0.26919409914499914,-0.8232848610484029,0.8232848610484029,1.078851397525718,-1.078851397525718
30,Millenial,Tesla,-1.0680679838006895,1.5539587052454775,-1.1388968931221635,-1.1607432319776867,0.4531875568204853,2.5003517675828464,-0.2642029101676143,-0.8755870105806552,3.397089019275941,2.7125412912151834,2.4283188700448455,0.9025423107614308,0.35492342971572466,-1.3286822422543718,-3.0709588158447882,-5.395773862913966,0.5627906525779253,0.38416332946178244,-0.10738351784058031,-0.4799852758849956,-0.3595851883141312,0.4799963344394875,0.21301051433270346,-0.6930068487721914,-1.663780031172452,-1.1561066922669476,-0.6887993722805088,1.1135784616844249,2.3951076340354827,-0.8351556196723857,-0.6498985750590309,-0.36602501767866313,0.4617287333052754,1.3893504791048041,-0.14637928286318097,-0.13003424814251863,-0.04137576902733779,0.06863972906984595,0.2491495709631915,-0.37306541924308867,0.37306541924308867,-1.4203844983293656,1.4203844983293656
31,Millenial,Toyota,-1.0996828974068507,-1.0949400513660792,-0.5356305272302825,-1.1348732125294017,-1.125315261625418,3.973945343195912,1.9401939203095224,-0.9236973133474042,5.02085789964812,4.081545105628873,3.22206516811496,2.3614746278289713,2.5326305373170523,-0.8044056232493579,-5.7281627223251546,-10.686004992963461,0.28393284999300117,0.14432515536262036,-0.0046739235097187914,-0.08940289461873058,-0.3341811872271723,0.6799629615706733,-0.31334097284245876,-0.3666219887282143,-1.9759970779329878,-1.346843699286613,-0.7597843832838134,1.5304719217836196,2.552153238719793,-0.19954094211655474,-0.15743310759446583,-0.08343446724353101,0.12911399641105978,0.3112945205434917,-0.8235695656195164,-0.7319009239362068,-0.18540018862400687,0.5631444666439608,1.17772621153577,-1.2784401471586746,1.2784401471586746,0.694513939884611,-0.694513939884611
